Chronological Order,King,Ahom Name,Title / Epithet,Dynasty House,Historical Era,Reign Start Year,Reign End Year,Reign Period,Event,Event Year,Event Numeric Year,Event Category,Capital,Image File Name,Image Version,Image Link,Detailed Event Description,Key Historical Figures
51,Sukhrangphaa,Siu-Khrang-Pha,5th Ahom King,Early Dynasty,Foundational Era (1228–1497),1332,1364,1332–1364,Appointment of Chao Pulai as Governor of Sadiya,c. 1339,1339,Administration / Frontier Post,Sadiya / Charaideo,20_Chao_Pulai_Appointed_Governor_of_Sadiya_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/20_Chao_Pulai_Appointed_Governor_of_Sadiya_v02.png,King Sukhrangphaa invests Chao Pulai with governorship of the critical eastern frontier outpost of Sadiya.,"King Sukhrangphaa, Governor Chao Pulai"
52,Sukhrangphaa,Siu-Khrang-Pha,5th Ahom King,Early Dynasty,Foundational Era (1228–1497),1332,1364,1332–1364,Appointment of Chao Pulai as Governor of Sadiya,c. 1339,1339,Administration / Frontier Post,Sadiya / Charaideo,20_Chao_Pulai_Appointed_Governor_of_Sadiya_v03.png,v03,file:///home/angsuman/extra_spac/AHOM/images/20_Chao_Pulai_Appointed_Governor_of_Sadiya_v03.png,King Sukhrangphaa invests Chao Pulai with governorship of the critical eastern frontier outpost of Sadiya.,"King Sukhrangphaa, Governor Chao Pulai"
53,Sutuphaa,Siu-Tu-Pha,6th Ahom King,Early Dynasty,Foundational Era (1228–1497),1364,1376,1364–1376,Safrai River Diplomatic Peace Summit,1376,1376,Diplomacy,Charaideo,16_Sutuphaa_Peace_Summit_on_the_Safrai_River.png,v01,file:///home/angsuman/extra_spac/AHOM/images/16_Sutuphaa_Peace_Summit_on_the_Safrai_River.png,King Sutuphaa meets the Chutia monarch on the Safrai river for joint festivities and peace negotiations to resolve frontier friction.,"King Sutuphaa, Chutia King"
54,Sutuphaa,Siu-Tu-Pha,6th Ahom King,Early Dynasty,Foundational Era (1228–1497),1364,1376,1364–1376,Betrayal and Assassination of King Sutuphaa,1376,1376,Treachery / Regicide,Safrai River,17_Betrayal_and_Assassination_on_the_Safrai_River.png,v01,file:///home/angsuman/extra_spac/AHOM/images/17_Betrayal_and_Assassination_on_the_Safrai_River.png,"During a boat excursion on the Safrai river, the Chutia king treacherously assassinates Sutuphaa aboard the barge, triggering centuries of bitter warfare.","King Sutuphaa, Chutia King"
55,Council of Ministers (Gohain Regency),Burhagohain & Borgohain,Interregnum (Regency),Interregnum (Council of Gohains),Foundational Era (1228–1497),1376,1380,1376–1380,First Ministerial Interregnum,1376–1380,1376,Governance / Interregnum,Charaideo,15_First_Interregnum.png,v01,file:///home/angsuman/extra_spac/AHOM/images/15_First_Interregnum.png,"Following Sutuphaa's treacherous assassination, the Burhagohain and Borgohain rule jointly for four years due to the absence of an acceptable adult royal prince.","Burhagohain, Borgohain"
56,Tyao Khamti,Chao Khamti,7th Ahom King,Early Dynasty,Foundational Era (1228–1497),1380,1389,1380–1389,Banishment of the Pregnant Younger Queen,c. 1388,1388,Palace Intrigue,Charaideo / Brahmaputra River,19_Tyao_Khamti_Queen_Cast_Adrift.png,v01,file:///home/angsuman/extra_spac/AHOM/images/19_Tyao_Khamti_Queen_Cast_Adrift.png,"While King Tyao Khamti is away battling Chutias, his jealous Chief Queen falsely accuses the beloved younger queen and sentences her to be cast adrift on a raft down the Brahmaputra.","King Tyao Khamti, Chief Queen, Younger Queen (Mother of Sudangphaa)"
57,Tyao Khamti,Chao Khamti,7th Ahom King,Early Dynasty,Foundational Era (1228–1497),1380,1389,1380–1389,Birth of Prince Sudang in Habung Village,1388,1388,Royal Birth in Exile,Habung,20_Birth_of_Sudang_at_Habung_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/20_Birth_of_Sudang_at_Habung_v01.png,The banished pregnant queen washes ashore at Habung and is sheltered by a pious Brahmin family; she gives birth to prince Sudang before passing away.,"Younger Queen, Brahmin of Habung, Infant Prince Sudang"
58,Tyao Khamti,Chao Khamti,7th Ahom King,Early Dynasty,Foundational Era (1228–1497),1380,1389,1380–1389,Birth of Prince Sudang in Habung Village,1388,1388,Royal Birth in Exile,Habung,20_Birth_of_Sudang_at_Habung_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/20_Birth_of_Sudang_at_Habung_v02.png,The banished pregnant queen washes ashore at Habung and is sheltered by a pious Brahmin family; she gives birth to prince Sudang before passing away.,"Younger Queen, Brahmin of Habung, Infant Prince Sudang"
59,Tyao Khamti,Chao Khamti,7th Ahom King,Early Dynasty,Foundational Era (1228–1497),1380,1389,1380–1389,Assassination of King Tyao Khamti,1389,1389,Regicide / Nobility Revolt,Charaideo,21_Fall_of_Tyao_Khamti.png,v01,file:///home/angsuman/extra_spac/AHOM/images/21_Fall_of_Tyao_Khamti.png,"Disgusted by Tyao Khamti's acquiescence in the murder of his innocent queen and arbitrary rule, nobles and citizens revolt and assassinate the king.","King Tyao Khamti, Ahom Nobles and Ministers"
60,Council of Ministers (Gohain Regency),Burhagohain & Borgohain,Interregnum (Regency),Interregnum (Council of Gohains),Foundational Era (1228–1497),1389,1397,1389–1397,Second Ministerial Interregnum,1389–1397,1389,Governance / Interregnum,Charaideo,18_Second_Interregnum.png,v01,file:///home/angsuman/extra_spac/AHOM/images/18_Second_Interregnum.png,Ministers Burhagohain and Borgohain hold executive power for eight years following the assassination of Tyao Khamti while searching for the exiled royal prince.,"Burhagohain, Borgohain"
61,Sudangphaa,Siu-Dang-Pha,Bamuni Konwar (Prince in Exile),Early Dynasty (Habung Branch),Foundational Era (1228–1497),1397,1407,1397–1407,Prince Sudang Raised in Brahmin Household,c. 1390–1397,1390,Early Life / Exile,Habung,22_Sudang_The_Lost_Prince_at_Habung.png,v01,file:///home/angsuman/extra_spac/AHOM/images/22_Sudang_The_Lost_Prince_at_Habung.png,"Prince Sudang grows up oblivious to his royal identity, tending cattle and studying Sanskrit scriptures alongside Brahmin children at Habung.","Prince Sudang, Brahmin foster family"
62,Sudangphaa,Siu-Dang-Pha,Bamuni Konwar,Early Dynasty (Habung Branch),Foundational Era (1228–1497),1397,1407,1397–1407,Sudangphaa Identity Confirmation,1397,1397,Succession,Habung,01_Revelation_of_Sudang_Royal_Identity.png,v01,file:///home/angsuman/extra_spac/AHOM/images/01_Revelation_of_Sudang_Royal_Identity.png,Official confirmation of royal bloodline presented to Prince Sudang at Habung by council messengers.,"Prince Sudang, Royal heralds"
63,Sudangphaa,Siu-Dang-Pha,Bamuni Konwar,Early Dynasty (Habung Branch),Foundational Era (1228–1497),1397,1407,1397–1407,Ministers Discover the Hidden Prince Sudang at Habung,1397,1397,Succession / Search for Heir,Habung,01_Search_for_the_Lost_Prince_Sudang.png,v01,file:///home/angsuman/extra_spac/AHOM/images/01_Search_for_the_Lost_Prince_Sudang.png,"After eight years of search, the Burhagohain's emissaries locate the rightful heir Prince Sudang living as an ordinary cowherd at Habung.","Prince Sudang, Royal Emissaries, Habung Brahmin"
64,Sudangphaa,Siu-Dang-Pha,Bamuni Konwar,Early Dynasty (Habung Branch),Foundational Era (1228–1497),1397,1407,1397–1407,Revelation of Royal Blood to Prince Sudang,1397,1397,Royal Investiture,Habung,02_Revelation_of_Sudang_Royal_Identity.png,v01,file:///home/angsuman/extra_spac/AHOM/images/02_Revelation_of_Sudang_Royal_Identity.png,"Ministers present the sacred Tai royal swords, royal insignia, and documents confirming Prince Sudang's royal parentage.","Prince Sudang, Brahmin foster-father, Ahom emissaries"
65,Sudangphaa,Siu-Dang-Pha,Bamuni Konwar,Early Dynasty (Habung Branch),Foundational Era (1228–1497),1397,1407,1397–1407,Triumphant Royal Return of Sudang to Charaideo,1397,1397,Royal Procession,Charaideo,03_Sudang_Returns_to_Charaideo.png,v01,file:///home/angsuman/extra_spac/AHOM/images/03_Sudang_Returns_to_Charaideo.png,Prince Sudang is escorted in state barge flotillas up the Brahmaputra to Charaideo accompanied by his Brahmin foster-family.,"Prince Sudang, Brahmin foster family, Gohains"
66,Sudangphaa,Siu-Dang-Pha,Bamuni Konwar,Early Dynasty (Habung Branch),Foundational Era (1228–1497),1397,1407,1397–1407,Coronation of Sudangphaa,1397,1397,Coronation,Charaideo,04_Coronation_of_Sudangphaa.png,v01,file:///home/angsuman/extra_spac/AHOM/images/04_Coronation_of_Sudangphaa.png,Grand accession ceremony where Prince Sudang ascends the throne taking the Tai title Chao Siu-Dang-Pha.,"King Sudangphaa, Deodhais, Gohains"
67,Sudangphaa,Siu-Dang-Pha,Bamuni Konwar,Early Dynasty (Habung Branch),Foundational Era (1228–1497),1397,1407,1397–1407,The Reign of Bamuni Konwar,1397–1407,1397,Governance / Cultural Synthesis,Charagua,05_Sudangphaa_Bamuni_Konwar.png,v01,file:///home/angsuman/extra_spac/AHOM/images/05_Sudangphaa_Bamuni_Konwar.png,"Sudangphaa rewards his Brahmin foster father and brothers with high court offices, inaugurating Hindu Brahminical influence.","King Sudangphaa, Habung Brahmin brothers"
68,Sudangphaa,Siu-Dang-Pha,Bamuni Konwar,Early Dynasty (Habung Branch),Foundational Era (1228–1497),1397,1407,1397–1407,Institution of the Singari-Gharutha Coronation,c. 1398,1398,Coronation Rites,Charaideo,07_Sudangphaa_Singari_Gharutha_Ceremony.png,v01,file:///home/angsuman/extra_spac/AHOM/images/07_Sudangphaa_Singari_Gharutha_Ceremony.png,"Sudangphaa inaugurates the sacred Singari-gharutha ceremony, ascending a raised platform of Singari timber, washing in sacred waters, and killing a bull/buffalo.","King Sudangphaa, High Priests"
69,Sudangphaa,Siu-Dang-Pha,Bamuni Konwar,Early Dynasty (Habung Branch),Foundational Era (1228–1497),1397,1407,1397–1407,Harmonious Synthesis of Tai and Hindu Vedic Rituals,c. 1400,1400,Religious Synthesis,Charagua,06_Brahmanical_and_Tai_Rituals_in_Sudangphaa_Court_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/06_Brahmanical_and_Tai_Rituals_in_Sudangphaa_Court_v01.png,Court ceremonies conduct Vedic homa rituals alongside traditional Tai worship of Somdeo and Me-Dam-Me-Phi ancestor rites.,"King Sudangphaa, Hindu Brahmins, Tai Deodhais"
70,Sudangphaa,Siu-Dang-Pha,Bamuni Konwar,Early Dynasty (Habung Branch),Foundational Era (1228–1497),1397,1407,1397–1407,Harmonious Synthesis of Tai and Hindu Vedic Rituals,c. 1400,1400,Religious Synthesis,Charagua,06_Brahmanical_and_Tai_Rituals_in_Sudangphaa_Court_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/06_Brahmanical_and_Tai_Rituals_in_Sudangphaa_Court_v02.png,Court ceremonies conduct Vedic homa rituals alongside traditional Tai worship of Somdeo and Me-Dam-Me-Phi ancestor rites.,"King Sudangphaa, Hindu Brahmins, Tai Deodhais"
71,Sudangphaa,Siu-Dang-Pha,Bamuni Konwar,Early Dynasty (Habung Branch),Foundational Era (1228–1497),1397,1407,1397–1407,Matrimonial Alliance with Bhuyan Chieftains,c. 1401,1401,Diplomacy / Marriage,Charagua,08_Sudangphaa_Bhuyan_Marriage_Alliance_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/08_Sudangphaa_Bhuyan_Marriage_Alliance_v01.png,Sudangphaa secures stability across the north bank by establishing marriage ties with powerful Baro-Bhuyan chieftains.,"King Sudangphaa, Bhuyan chieftains"
72,Sudangphaa,Siu-Dang-Pha,Bamuni Konwar,Early Dynasty (Habung Branch),Foundational Era (1228–1497),1397,1407,1397–1407,Matrimonial Alliance with Bhuyan Chieftains,c. 1401,1401,Diplomacy / Marriage,Charagua,08_Sudangphaa_Bhuyan_Marriage_Alliance_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/08_Sudangphaa_Bhuyan_Marriage_Alliance_v02.png,Sudangphaa secures stability across the north bank by establishing marriage ties with powerful Baro-Bhuyan chieftains.,"King Sudangphaa, Bhuyan chieftains"
73,Sudangphaa,Siu-Dang-Pha,Bamuni Konwar,Early Dynasty (Habung Branch),Foundational Era (1228–1497),1397,1407,1397–1407,Administrative Centralization at Charagua,c. 1403,1403,Administrative Reform,Charagua,09_Sudangphaa_Strengthening_Administration.png,v01,file:///home/angsuman/extra_spac/AHOM/images/09_Sudangphaa_Strengthening_Administration.png,Constructs the new capital city Charagua on the Dihing river to better oversee burgeoning agricultural lands and trade routes.,"King Sudangphaa, Ministers"
74,Sudangphaa,Siu-Dang-Pha,Bamuni Konwar,Early Dynasty (Habung Branch),Foundational Era (1228–1497),1397,1407,1397–1407,Cultural Renaissance and Literary Patronage,c. 1405,1405,Culture / Literature,Charagua,10_Sudangphaa_Cultural_Renaissance.png,v01,file:///home/angsuman/extra_spac/AHOM/images/10_Sudangphaa_Cultural_Renaissance.png,"Sudangphaa patronizes both Tai chroniclers and Sanskrit scholars, fostering bilingualism and literary learning in court.","King Sudangphaa, Court scholars"
75,Sujanphaa,Siu-Jan-Pha,9th Ahom King,Early Dynasty,Foundational Era (1228–1497),1407,1422,1407–1422,Peaceful Reign of Sujanphaa,1407–1422,1407,Dynastic Governance,Charagua,11_King_Sujanphaa_Portrait.png,v01,file:///home/angsuman/extra_spac/AHOM/images/11_King_Sujanphaa_Portrait.png,Sujanphaa preserves external peace and internal order across Upper Assam for fifteen unbroken years.,King Sujanphaa
76,Suphakphaa,Siu-Phak-Pha,10th Ahom King,Early Dynasty,Foundational Era (1228–1497),1422,1439,1422–1439,Consolidation Under Suphakphaa,1422–1439,1422,Dynastic Governance,Charagua,12_King_Suphakphaa_Portrait.png,v01,file:///home/angsuman/extra_spac/AHOM/images/12_King_Suphakphaa_Portrait.png,"Son of Sujanphaa; a steady seventeen-year reign promoting trade, agricultural stability, and peace with neighboring hill tribes.",King Suphakphaa
77,Susenphaa,Siu-Sen-Pha,11th Ahom King,Early Dynasty,Foundational Era (1228–1497),1439,1488,1439–1488,The Golden Forty-Nine-Year Peace of Susenphaa,1439–1488,1439,Prosperity / Golden Age,Charagua,13_Long_Peace_of_Susenphaa.png,v01,file:///home/angsuman/extra_spac/AHOM/images/13_Long_Peace_of_Susenphaa.png,One of the longest reigns in Ahom annals; nearly five decades of uninterrupted agricultural and population growth.,King Susenphaa
78,Susenphaa,Siu-Sen-Pha,11th Ahom King,Early Dynasty,Foundational Era (1228–1497),1439,1488,1439–1488,Tangshu Naga Raids on Lowland Settlements,c. 1460,1460,Raids / Frontier Incursion,Frontier Foothills,14_Tangshu_Naga_Raids.png,v01,file:///home/angsuman/extra_spac/AHOM/images/14_Tangshu_Naga_Raids.png,"Tangshu Naga warriors raid eastern border villages, looting grain stores and capturing lowland subjects.",Tangshu Naga chiefs
79,Susenphaa,Siu-Sen-Pha,11th Ahom King,Early Dynasty,Foundational Era (1228–1497),1439,1488,1439–1488,Susenphaa's Punitive Tangshu Campaign,c. 1461,1461,Military Expedition,Patkai Foothills,15_Susenphaa_Leads_the_Tangshu_Expedition.png,v01,file:///home/angsuman/extra_spac/AHOM/images/15_Susenphaa_Leads_the_Tangshu_Expedition.png,"Susenphaa personally leads an army into the rugged Tangshu hills, encircling rebel villages and cutting off mountain passes.","King Susenphaa, Royal army"
80,Susenphaa,Siu-Sen-Pha,11th Ahom King,Early Dynasty,Foundational Era (1228–1497),1439,1488,1439–1488,Submission and Tribute of the Tangshu Chiefs,c. 1462,1462,Diplomacy / Tribute,Charagua,16_Tribute_of_the_Tangshu_Chiefs.png,v01,file:///home/angsuman/extra_spac/AHOM/images/16_Tribute_of_the_Tangshu_Chiefs.png,"Defeated Tangshu leaders present offerings of swords, amber, and mountain goods, swearing eternal peace with the Ahom throne.","King Susenphaa, Tangshu chieftains"
81,Susenphaa,Siu-Sen-Pha,11th Ahom King,Early Dynasty,Foundational Era (1228–1497),1439,1488,1439–1488,Erection of Charaideo Boundary Stones,c. 1470,1470,Territorial Demarcation,Charaideo,17_Boundary_Stones_of_Charaideo.png,v01,file:///home/angsuman/extra_spac/AHOM/images/17_Boundary_Stones_of_Charaideo.png,Inscribed stone monoliths erected around the holy hills of Charaideo to permanently safeguard the royal necropolis.,"King Susenphaa, Priests and masons"
82,Suhenphaa,Siu-Hen-Pha,12th Ahom King,Early Dynasty,Foundational Era (1228–1497),1488,1493,1488–1493,The Battle of Turung Against the Kacharis,1490,1490,Warfare,Turung Frontier,18_Suhenphaa_Battle_of_Turung.png,v01,file:///home/angsuman/extra_spac/AHOM/images/18_Suhenphaa_Battle_of_Turung.png,Ahom forces clash fiercely with Kachari armies near the Dikhou; Ahom army suffers a tactical reverse leading to temporary tribute concessions.,"King Suhenphaa, Kachari King, Borgohain Khenphung"
83,Suhenphaa,Siu-Hen-Pha,12th Ahom King,Early Dynasty,Foundational Era (1228–1497),1488,1493,1488–1493,Peace Settlement with the Kacharis,1491,1491,Diplomacy / Treaty,Charagua,19_Suhenphaa_Peace_Through_Tribute.png,v01,file:///home/angsuman/extra_spac/AHOM/images/19_Suhenphaa_Peace_Through_Tribute.png,"Suhenphaa concludes peace with the Kachari king through tribute of royal princesses and elephants, stabilizing the southern flank.","King Suhenphaa, Kachari monarch"
84,Suhenphaa,Siu-Hen-Pha,12th Ahom King,Early Dynasty,Foundational Era (1228–1497),1488,1493,1488–1493,Tangshu Ambush of Borgohain Khenphung,1492,1492,Ambush / Warfare,Tangshu Hills,20_Tangshu_Ambush_of_Borgohain_Khenphung_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/20_Tangshu_Ambush_of_Borgohain_Khenphung_v01.png,"During a patrol in the eastern hill tracts, Borgohain Khenphung is ambushed by hostile Tangshu warriors but manages a fighting retreat.","Borgohain Khenphung, Tangshu warriors"
85,Suhenphaa,Siu-Hen-Pha,12th Ahom King,Early Dynasty,Foundational Era (1228–1497),1488,1493,1488–1493,Tangshu Ambush of Borgohain Khenphung,1492,1492,Ambush / Warfare,Tangshu Hills,20_Tangshu_Ambush_of_Borgohain_Khenphung_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/20_Tangshu_Ambush_of_Borgohain_Khenphung_v02.png,"During a patrol in the eastern hill tracts, Borgohain Khenphung is ambushed by hostile Tangshu warriors but manages a fighting retreat.","Borgohain Khenphung, Tangshu warriors"
86,Suhenphaa,Siu-Hen-Pha,12th Ahom King,Early Dynasty,Foundational Era (1228–1497),1488,1493,1488–1493,Suhenphaa's Inspection of Palace Works,1493,1493,Palace Event,Charagua,21_Suhenphaa_Inspects_Palace_Construction.png,v01,file:///home/angsuman/extra_spac/AHOM/images/21_Suhenphaa_Inspects_Palace_Construction.png,King Suhenphaa walks unescorted among workmen to inspect new wooden palace structures at Charagua.,"King Suhenphaa, Royal artisans"
87,Suhenphaa,Siu-Hen-Pha,12th Ahom King,Early Dynasty,Foundational Era (1228–1497),1488,1493,1488–1493,Assassination of King Suhenphaa,1493,1493,Regicide / Conspiracy,Charagua,22_Palace_Conspiracy_and_Murder_of_Suhenphaa_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/22_Palace_Conspiracy_and_Murder_of_Suhenphaa_v01.png,Turung palace laborers conceal weapons and spear King Suhenphaa to death inside the palace under cover of darkness.,"King Suhenphaa, Turung conspirators"
88,Suhenphaa,Siu-Hen-Pha,12th Ahom King,Early Dynasty,Foundational Era (1228–1497),1488,1493,1488–1493,Assassination of King Suhenphaa,1493,1493,Regicide / Conspiracy,Charagua,22_Palace_Conspiracy_and_Murder_of_Suhenphaa_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/22_Palace_Conspiracy_and_Murder_of_Suhenphaa_v02.png,Turung palace laborers conceal weapons and spear King Suhenphaa to death inside the palace under cover of darkness.,"King Suhenphaa, Turung conspirators"
89,Supimphaa,Siu-Pim-Pha,13th Ahom King,Early Dynasty,Foundational Era (1228–1497),1493,1497,1493–1497,Royal Inquest and Execution of Suhenphaa's Assassins,1493,1493,Justice / Trial,Charagua,23_Supimphaa_Tribunal_for_His_Father_Murder.png,v01,file:///home/angsuman/extra_spac/AHOM/images/23_Supimphaa_Tribunal_for_His_Father_Murder.png,"Supimphaa convenes a tribunal, identifies the conspirators behind his father's murder, and executes them publicly.","King Supimphaa, Conspirators, Judicial ministers"
90,Supimphaa,Siu-Pim-Pha,13th Ahom King,Early Dynasty,Foundational Era (1228–1497),1493,1497,1493–1497,Supimphaa Exiles Pregnant Queen to the Nagas,c. 1494,1494,Palace Drama / Exile,Naga Hills,24_Exiled_Queen_Refuge_Among_the_Nagas.png,v01,file:///home/angsuman/extra_spac/AHOM/images/24_Exiled_Queen_Refuge_Among_the_Nagas.png,"Due to malicious palace gossip, Supimphaa banishes his pregnant queen to the village of a loyal Naga chief.","King Supimphaa, Exiled Queen, Naga Chief"
91,Supimphaa,Siu-Pim-Pha,Swargadeo,Early Dynasty,Foundational Era (1228–1497),1493,1497,1493–1497,Birth of Konseng in the Naga Foothills,c. 1495,1495,Birth in Exile,Naga Hills,25_Birth_of_Konseng.png,v01,file:///home/angsuman/extra_spac/AHOM/images/25_Birth_of_Konseng.png,"The exiled queen gives birth to prince Konseng among the Nagas, raised in mountain traditions before returning to court.","Infant Konseng, Exiled Queen, Naga foster family"
92,Suhungmung,Siu-Hung-Mung,Swarganarayan,Dihingia House,Imperial Expansion & Early Invasions (1497–1603),1497,1539,1497–1539,Konseng's Return and Presentation to King Suhungmung,c. 1505,1505,Court Drama / Royal Recognition,Bakata,02_Konseng_Enters_the_Ahom_Court.png,v01,file:///home/angsuman/extra_spac/AHOM/images/02_Konseng_Enters_the_Ahom_Court.png,"Grown into a stalwart warrior, Konseng is brought from the Naga village to Bakata; Suhungmung acknowledges him as half-brother of royal blood.","King Suhungmung, Prince Konseng"
93,Suhungmung,Siu-Hung-Mung,Swarganarayan,Dihingia House,Imperial Expansion & Early Invasions (1497–1603),1497,1539,1497–1539,Creation of the Office of Barpatragohain,c. 1506,1506,Constitutional Expansion,Bakata,03_Konseng_Appointed_First_Barpatra_Gohain.png,v01,file:///home/angsuman/extra_spac/AHOM/images/03_Konseng_Appointed_First_Barpatra_Gohain.png,Suhungmung creates a third great ministerial post—the Barpatragohain—elevating Konseng to equal rank with Burhagohain and Borgohain.,"King Suhungmung, Konseng Barpatragohain"
94,Suhungmung,Siu-Hung-Mung,Swarganarayan,Dihingia House,Imperial Expansion & Early Invasions (1497–1603),1497,1539,1497–1539,Adoption of the Title Swarganarayan and Saka Calendar,c. 1510,1510,Sovereign Titulature / Astronomy,Bakata,04_Suhungmung_Becomes_Swarganarayan.png,v01,file:///home/angsuman/extra_spac/AHOM/images/04_Suhungmung_Becomes_Swarganarayan.png,"Suhungmung officially assumes the Sanskrit title 'Swarganarayan' (Lord of Heaven), introducing the Saka calendar into state epigraphy.","King Suhungmung Swarganarayan, Court astrologers"
95,Suhungmung,Siu-Hung-Mung,Swarganarayan,Dihingia House,Imperial Expansion & Early Invasions (1497–1603),1497,1539,1497–1539,Ahom Vanguard Marches Against the Chutia Kingdom,1520,1520,Warfare,Sadiya Frontier,05_Suhungmung_Advances_to_the_Chutia_Frontier.png,v01,file:///home/angsuman/extra_spac/AHOM/images/05_Suhungmung_Advances_to_the_Chutia_Frontier.png,Suhungmung marches an immense land and naval force up the Brahmaputra to confront Chutia monarch Dhirnarayan.,"King Suhungmung, Ahom commanders, Chutia garrison"
96,Suhungmung,Siu-Hung-Mung,Swarganarayan,Dihingia House,Imperial Expansion & Early Invasions (1497–1603),1497,1539,1497–1539,Annexation of the Chutia Kingdom,1523,1523,Imperial Conquest,Sadiya,06_Fall_of_the_Chutia_Kingdom.png,v01,file:///home/angsuman/extra_spac/AHOM/images/06_Fall_of_the_Chutia_Kingdom.png,Chutia forces routed at Chandangiri; Sadiya annexed into the Ahom Empire; office of Sadiya-Khowa Gohain instituted; firearms and copper-plate treasures acquired.,"King Suhungmung, Dhirnarayan, First Sadiyakhowa Gohain"
97,Suhungmung,Siu-Hung-Mung,Swarganarayan,Dihingia House,Imperial Expansion & Early Invasions (1497–1603),1497,1539,1497–1539,Konseng Fortifies the Western Border,c. 1527,1527,Frontier Defense,Western Frontier,07_Konseng_and_the_Western_Frontier.png,v01,file:///home/angsuman/extra_spac/AHOM/images/07_Konseng_and_the_Western_Frontier.png,"Konseng Barpatragohain deploys stockades, signal towers, and cannon batteries along the western border to counter Bengal Sultanate raids.",Konseng Barpatragohain
98,Suhungmung,Siu-Hung-Mung,Swarganarayan,Dihingia House,Imperial Expansion & Early Invasions (1497–1603),1497,1539,1497–1539,Repulse of Early Bengal Sultanate Invasions,1527–1531,1527,Warfare / Defensive Victory,Temani / Brahmaputra,08_Ahom_Defence_Against_the_Bengal_Invasion_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/08_Ahom_Defence_Against_the_Bengal_Invasion_v01.png,"Ahom armies defeat Bengal Sultanate commanders Bit Malik and Mit Manik in naval battles, capturing artillery and cavalry horses.","King Suhungmung, Konseng Barpatragohain, Bit Malik"
99,Suhungmung,Siu-Hung-Mung,Swarganarayan,Dihingia House,Imperial Expansion & Early Invasions (1497–1603),1497,1539,1497–1539,Repulse of Early Bengal Sultanate Invasions,1527–1531,1527,Warfare / Defensive Victory,Temani / Brahmaputra,08_Ahom_Defence_Against_the_Bengal_Invasion_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/08_Ahom_Defence_Against_the_Bengal_Invasion_v02.png,"Ahom armies defeat Bengal Sultanate commanders Bit Malik and Mit Manik in naval battles, capturing artillery and cavalry horses.","King Suhungmung, Konseng Barpatragohain, Bit Malik"
100,Suhungmung,Siu-Hung-Mung,Swarganarayan,Dihingia House,Imperial Expansion & Early Invasions (1497–1603),1497,1539,1497–1539,The Great Invasion of Commander Turbak,1532,1532,Foreign Invasion,Duimunisila / Kaliabor,09_Turbak_Invasion.png,v01,file:///home/angsuman/extra_spac/AHOM/images/09_Turbak_Invasion.png,"General Turbak invades Assam with a large Gaur army armed with muskets, heavy cannons, and cavalry.","General Turbak, King Suhungmung, Konseng Barpatragohain"
101,Suhungmung,Siu-Hung-Mung,Swarganarayan,Dihingia House,Imperial Expansion & Early Invasions (1497–1603),1497,1539,1497–1539,Decisive Victory Over Turbak and Pursuit to Karatoya,1532–1533,1532,Triumphant Military Victory,Duimunisila / Karatoya River,10_Victory_Over_Turbak.png,v01,file:///home/angsuman/extra_spac/AHOM/images/10_Victory_Over_Turbak.png,Konseng Barpatragohain slays Turbak on the battlefield; Bengal forces routed; Ahoms pursue retreating invaders to the sacred Karatoya River.,"Konseng Barpatragohain, Turbak, King Suhungmung"
102,Suhungmung,Siu-Hung-Mung,Swarganarayan / Dihingia Raja,Dihingia House,Imperial Expansion & Early Invasions (1497–1603),1497,1539,1497–1539,Foreign Captives Brought Before the Ahom Golden Throne,c. 1532,1532,Triumphant Court Scene,Garhgaon,90_Captives_Before_the_Ahom_Throne_Unconfirmed_Event.png,v01,file:///home/angsuman/extra_spac/AHOM/images/90_Captives_Before_the_Ahom_Throne_Unconfirmed_Event.png,"Captured enemy generals, cavalry officers, and spoils of war presented before the Swarganarayan in solemn assembly.","Ahom King, Captured enemy commanders"
103,Suhungmung,Siu-Hung-Mung,Swarganarayan / Dihingia Raja,Dihingia House,Imperial Expansion & Early Invasions (1497–1603),1497,1539,1497–1539,Ahom Naval Flotilla River Engagement,c. 1532,1532,Naval Warfare,Brahmaputra River,91_Ahom_River_Battle_Unconfirmed_Event.png,v01,file:///home/angsuman/extra_spac/AHOM/images/91_Ahom_River_Battle_Unconfirmed_Event.png,Ahom Bachari war-boats and rowers maneuver against enemy rivercraft with bowmen and bow mounted swivel-guns.,"Ahom naval warriors, War boat helmsmen"
